image,label,fos_0,fos_1,fos_2,fos_3
SOB_B_TA-14-3411F-40-014,0,212.6964536340852,834.0277433398268,0.0,-2.0
SOB_B_TA-14-3411F-40-015,0,197.9583239348371,670.2873761618566,,
SOB_B_TA-14-3411F-40-016,0,183.62696428571428,1247.0081512457775,0.0,-2.0
SOB_M_DC-14-10926-40-001,1,178.74024436090227,1016.6676203021904,0.0,-2.0
SOB_M_DC-14-10926-40-002,1,175.18175438596492,817.5081878093964,0.0,-2.0
SOB_M_DC-14-10926-40-003,1,175.55967418546365,955.0349487605116,0.0,-2.0
SOB_M_DC-14-10926-40-004,1,168.74301691729323,1255.991496571105,0.0,-2.0
SOB_M_DC-14-10926-40-005,1,173.15868107769424,1430.9380744403982,0.0,-2.0
SOB_M_DC-14-10926-40-006,1,175.4857738095238,1156.124964154748,,
SOB_M_DC-14-10926-40-007,1,178.84071741854638,1134.1580115343695,0.0,-2.0
SOB_M_DC-14-10926-40-008,1,181.9554918546366,898.0759492964474,0.0,-2.0
SOB_M_DC-14-10926-40-009,1,171.0713314536341,792.2789932059147,0.0,-2.0
SOB_M_DC-14-10926-40-010,1,179.79768796992482,915.72129267992,0.0,-2.0
SOB_M_DC-14-10926-40-011,1,184.08887218045112,817.8006139446364,0.0,-2.0
SOB_M_DC-14-11031-40-001,1,183.97404448621555,897.4652778462349,0.0,-2.0
SOB_M_DC-14-11031-40-002,1,181.7694580200501,892.3555125199824,0.0,-2.0
SOB_M_DC-14-11031-40-003,1,180.836795112782,848.419633325245,0.0,-2.0
SOB_M_DC-14-11031-40-004,1,176.2328164160401,1261.0169383697332,,
SOB_M_DC-14-11031-40-005,1,182.99786967418547,757.8482686979522,0.0,-2.0
SOB_M_DC-14-11031-40-006,1,178.56011591478696,784.6800573226045,0.0,-2.0
SOB_M_DC-14-11031-40-007,1,178.52459899749374,1310.9494191357633,0.0,-2.0
SOB_M_DC-14-11031-40-008,1,181.8329761904762,1026.6431054548866,,
SOB_M_DC-14-11031-40-009,1,176.0131766917293,1396.9285379544267,0.0,-2.0
SOB_M_DC-14-11031-40-010,1,171.68440789473684,1200.7231141709044,,
SOB_M_DC-14-11031-40-011,1,187.868828320802,792.5001731559723,0.0,-2.0
SOB_M_DC-14-11031-40-012,1,189.9983646616541,233.91619504096053,0.0,-2.0
SOB_M_DC-14-11031-40-013,1,187.6108646616541,159.81746875521156,0.0,-2.0
SOB_M_DC-14-11031-40-014,1,181.9170394736842,799.5047582514388,0.0,-2.0
SOB_M_DC-14-11520-40-001,1,170.36043546365914,1729.858645586184,0.0,-2.0
SOB_M_DC-14-11520-40-002,1,170.8189411027569,1837.1649746838807,0.0,-2.0
SOB_M_DC-14-11520-40-003,1,165.59486842105264,1890.750354655739,0.0,-2.0
SOB_M_DC-14-11520-40-004,1,165.8656672932331,1694.246610028351,0.0,-2.0
SOB_M_DC-14-11520-40-005,1,171.79089912280702,1720.7214417936189,0.0,-2.0
SOB_M_DC-14-11520-40-006,1,177.11527255639098,1729.6436855944517,0.0,-2.0
SOB_M_DC-14-11520-40-007,1,175.47925125313284,1689.989145170404,0.0,-2.0
SOB_M_DC-14-11520-40-008,1,185.5900281954887,1408.2155687357742,0.0,-2.0
SOB_M_DC-14-11520-40-009,1,184.94289160401,1219.3194157533287,0.0,-2.0
SOB_M_DC-14-11520-40-010,1,182.63799498746863,1016.6742170210932,0.0,-2.0
SOB_M_DC-14-11520-40-011,1,190.36315476190475,797.7039005787485,0.0,-2.0
SOB_M_DC-14-11520-40-012,1,189.4531798245614,679.3632342863566,,
SOB_M_DC-14-11520-40-013,1,184.2188565162907,477.2227827582698,0.0,-2.0
SOB_M_DC-14-11520-40-014,1,169.09468045112783,801.2659907227855,0.0,-2.0
SOB_M_DC-14-11520-40-015,1,172.48261278195488,1057.4437731127618,0.0,-2.0
SOB_M_DC-14-11520-40-016,1,173.82145050125314,1270.3363459019474,0.0,-2.0
SOB_M_DC-14-11520-40-017,1,172.110899122807,1257.0248503620116,0.0,-2.0
SOB_M_DC-14-11520-40-018,1,169.75599937343358,1312.0028836968106,0.0,-2.0
SOB_M_DC-14-11520-40-019,1,174.1453634085213,1337.467009256197,0.0,-2.0
SOB_M_DC-14-11520-40-020,1,175.7747807017544,1209.0935471595385,0.0,-2.0
SOB_M_DC-14-11520-40-021,1,164.56715538847118,1446.310968944902,0.0,-2.0
SOB_M_DC-14-11520-40-022,1,151.82089912280702,1370.7414831973242,0.0,-2.0
SOB_M_DC-14-11520-40-023,1,154.01593984962406,1474.631580705872,0.0,-2.0
SOB_M_DC-14-11520-40-024,1,163.2296835839599,1460.679996962958,0.0,-2.0
SOB_M_DC-14-11520-40-025,1,172.95900375939848,1543.129734093898,0.0,-2.0
SOB_M_DC-14-11951-40-001,1,174.26940789473684,1265.4439985709878,,
SOB_M_DC-14-11951-40-002,1,173.55796679197994,1270.870510457413,0.0,-2.0
SOB_M_DC-14-11951-40-003,1,165.6717888471178,1373.128663366746,0.0,-2.0
SOB_M_DC-14-11951-40-004,1,182.6315194235589,1356.776672973552,,
SOB_M_DC-14-11951-40-005,1,183.52888784461152,1384.3495134224447,0.0,-2.0
SOB_M_DC-14-11951-40-006,1,175.64552631578948,1283.0792330213546,0.0,-2.0
SOB_M_DC-14-11951-40-007,1,170.4739223057644,1233.3015822026773,0.0,-2.0
SOB_M_DC-14-11951-40-008,1,182.3066447368421,1642.833591997842,0.0,-2.0
SOB_M_DC-14-11951-40-009,1,183.3880357142857,1834.9543226744631,0.0,-2.0
SOB_M_DC-14-11951-40-010,1,179.70973684210526,1785.422355782495,0.0,-2.0
SOB_M_DC-14-11951-40-011,1,174.47812343358396,1751.3315911642253,0.0,-2.0
SOB_M_DC-14-11951-40-012,1,161.00050438596492,1838.1179602925424,0.0,-2.0
SOB_M_DC-14-11951-40-013,1,159.77544486215538,2022.704290868688,0.0,-2.0
SOB_M_DC-14-11951-40-014,1,167.60345864661653,1950.3580619555617,0.0,-2.0
SOB_M_DC-14-11951-40-015,1,158.6431484962406,2001.7749537471448,0.0,-2.0
SOB_M_DC-14-11951-40-016,1,173.11468984962406,1600.1140438299165,0.0,-2.0
SOB_M_DC-14-11951-40-017,1,161.85905701754385,1584.3869462958764,0.0,-2.0
SOB_M_DC-14-11951-40-018,1,153.52312343358395,2102.948317070427,0.0,-2.0
SOB_M_DC-14-11951-40-019,1,177.2304573934837,2167.50532291838,0.0,-2.0
SOB_M_DC-14-11951-40-020,1,181.3359304511278,2106.872857868352,0.0,-2.0
SOB_M_DC-14-11951-40-021,1,176.5911215538847,2414.849342580988,0.0,-2.0
SOB_M_DC-14-11951-40-022,1,180.50075501253133,1960.8744440094204,0.0,-2.0
SOB_M_DC-14-11951-40-023,1,177.97044799498747,1794.289421925114,0.0,-2.0
SOB_M_DC-14-11951-40-024,1,176.1679135338346,1781.3265040305398,0.0,-2.0
SOB_M_DC-14-11951-40-025,1,172.22579573934837,1722.5759027870429,0.0,-2.0
SOB_M_DC-14-11951-40-026,1,170.30649436090226,1650.7004095158006,0.0,-2.0
SOB_M_DC-14-11951-40-027,1,173.37994674185464,1775.015058645134,0.0,-2.0
SOB_M_DC-14-12312-40-001,1,171.53078634085213,1831.7244165198404,,
SOB_M_DC-14-12312-40-002,1,169.76607769423558,1854.1466087379229,,
SOB_M_DC-14-12312-40-003,1,174.210899122807,1719.7701488605512,0.0,-2.0
SOB_M_DC-14-12312-40-004,1,177.11100877192982,1409.186689846444,0.0,-2.0
SOB_M_DC-14-12312-40-005,1,179.1428978696742,1665.924005760536,0.0,-2.0
SOB_M_DC-14-12312-40-006,1,173.5913001253133,1512.6289158295174,0.0,-2.0
SOB_M_DC-14-12312-40-007,1,179.26748120300752,1554.3340774895412,0.0,-2.0
SOB_M_DC-14-12312-40-008,1,186.6032080200501,1296.5368960386545,0.0,-2.0
SOB_M_DC-14-12312-40-009,1,175.81328634085213,1218.364317291217,0.0,-2.0
SOB_M_DC-14-12312-40-010,1,179.09647869674183,1273.2183649599103,0.0,-2.0
SOB_M_DC-14-12312-40-011,1,163.91065789473683,1144.4774602577172,,
SOB_M_DC-14-12312-40-012,1,174.9243640350877,1675.1321778107442,0.0,-2.0
SOB_M_DC-14-12312-40-013,1,180.09037593984962,1686.16609310515,,
SOB_M_DC-14-12312-40-014,1,183.71251253132831,1393.5052770258887,0.0,-2.0
SOB_M_DC-14-12312-40-015,1,175.6918671679198,1572.3309820614436,0.0,-2.0
SOB_M_DC-14-12312-40-016,1,175.3861873433584,1579.9215292947226,0.0,-2.0
SOB_M_DC-14-12312-40-017,1,161.10860588972432,1528.8751309017769,0.0,-2.0
SOB_M_DC-14-12312-40-018,1,183.02822368421053,1398.1153846719278,0.0,-2.0
SOB_M_DC-14-12312-40-019,1,196.4166134085213,995.5212408876552,0.0,-2.0
SOB_M_DC-14-12312-40-020,1,166.89970864661657,1675.4585964448506,0.0,-2.0
SOB_M_DC-14-12312-40-021,1,168.83616228070176,1812.7682595062183,,
SOB_M_DC-14-12312-40-022,1,168.1133709273183,1861.450055819984,0.0,-2.0
SOB_M_DC-14-12312-40-023,1,173.5552850877193,1948.2013126204845,0.0,-2.0
SOB_M_DC-14-12312-40-024,1,168.9078947368421,1662.2754669175974,,
SOB_M_DC-14-12312-40-025,1,172.06668546365916,1622.7226366058212,,
SOB_M_DC-14-12312-40-026,1,174.54065162907267,1571.5412276164936,0.0,-2.0
SOB_M_DC-14-12312-40-027,1,177.19562969924812,1635.5659975315252,0.0,-2.0
SOB_M_DC-14-12312-40-028,1,182.54092731829573,1238.4416803175168,,
SOB_M_DC-14-12312-40-029,1,158.61375626566416,1249.5175359294217,0.0,-2.0
SOB_M_DC-14-12312-40-030,1,160.56551691729322,1589.431615015396,,
SOB_M_DC-14-12312-40-031,1,147.0378038847118,1264.39138215172,0.0,-2.0
SOB_M_DC-14-12312-40-032,1,181.70003759398497,280.74497319685383,0.0,-2.0
SOB_M_DC-14-13412-40-001,1,177.16990914786967,560.7921960940872,0.0,-2.0
SOB_M_DC-14-13412-40-002,1,180.35644423558887,576.7910276106894,0.0,-2.0
SOB_M_DC-14-13412-40-003,1,179.0459649122807,529.1644947211386,0.0,-2.0
SOB_M_DC-14-13412-40-004,1,170.5793828320802,464.66392414442095,0.0,-2.0
SOB_M_DC-14-13412-40-005,1,172.4664536340852,518.6168477309245,0.0,-2.0
SOB_M_DC-14-13412-40-006,1,185.97973684210527,423.1260483957737,0.0,-2.0
SOB_M_DC-14-13412-40-007,1,183.9830231829574,458.9529752695187,0.0,-2.0
SOB_M_DC-14-13412-40-008,1,183.89252819548872,498.0846565716702,0.0,-2.0
SOB_M_DC-14-13412-40-009,1,174.4254918546366,462.715375117853,0.0,-2.0
SOB_M_DC-14-13412-40-010,1,169.9256986215539,522.7424845067931,0.0,-2.0
SOB_M_DC-14-13412-40-011,1,176.34637218045114,567.4387285177185,0.0,-2.0
SOB_M_DC-14-13412-40-012,1,181.29825187969925,500.5602276349279,,
SOB_M_DC-14-13412-40-013,1,179.23129385964913,444.0654057593762,0.0,-2.0
SOB_M_DC-14-13412-40-014,1,178.3175626566416,596.8175320730543,0.0,-2.0
SOB_M_DC-14-13412-40-015,1,181.5490664160401,632.0472213526353,,
SOB_M_DC-14-13412-40-016,1,185.04626879699248,454.5062746592868,0.0,-2.0
SOB_M_DC-14-13412-40-017,1,182.34211152882204,441.7378461590473,0.0,-2.0
SOB_M_DC-14-13412-40-018,1,177.65735275689224,494.9389113043319,0.0,-2.0
SOB_M_DC-14-13412-40-019,1,187.27882205513785,591.6697585442303,0.0,-2.0
SOB_M_DC-14-13412-40-020,1,188.3279605263158,400.24241513963904,0.0,-2.0
SOB_M_DC-14-13412-40-021,1,185.30032268170427,543.0985986948322,0.0,-2.0
SOB_M_DC-14-13412-40-022,1,165.6096992481203,294.6052896837568,0.0,-2.0
SOB_M_DC-14-13412-40-023,1,176.46252506265665,317.7749487075289,0.0,-2.0
SOB_M_DC-14-13412-40-024,1,201.1546835839599,81.38430403616144,0.0,-2.0
SOB_M_DC-14-13412-40-025,1,169.01596804511277,340.161208542493,0.0,-2.0
SOB_M_DC-14-13412-40-026,1,183.72237781954888,376.68176042933726,0.0,-2.0
SOB_M_DC-14-13412-40-027,1,176.3164097744361,502.526411269048,,
SOB_M_DC-14-13412-40-028,1,180.50269423558896,518.5162271534003,0.0,-2.0
SOB_M_DC-14-13412-40-029,1,192.528593358396,347.4081297798057,0.0,-2.0
SOB_M_DC-14-13412-40-030,1,198.0222775689223,275.231894158603,0.0,-2.0
SOB_M_DC-14-13412-40-031,1,181.62446115288225,479.04259222858286,0.0,-2.0
SOB_M_DC-14-13412-40-032,1,172.28994987468673,382.22231227921856,0.0,-2.0
SOB_M_DC-14-13993-40-001,1,179.42582706766916,1311.7876858786449,0.0,-2.0
SOB_M_DC-14-13993-40-002,1,191.88895363408523,1037.0566338702329,0.0,-2.0
SOB_M_DC-14-13993-40-003,1,195.99239661654136,1006.3469492316216,0.0,-2.0
SOB_M_DC-14-13993-40-004,1,202.13721177944865,874.6005289797004,0.0,-2.0
SOB_M_DC-14-13993-40-005,1,198.92374686716792,1008.0671047602464,0.0,-2.0
SOB_M_DC-14-13993-40-006,1,192.22077067669173,1010.2583871507808,0.0,-2.0
SOB_M_DC-14-13993-40-007,1,199.256171679198,967.3150487350804,0.0,-2.0
SOB_M_DC-14-13993-40-008,1,195.2611560150376,871.9868657754407,0.0,-2.0
SOB_M_DC-14-13993-40-009,1,197.2059711779449,822.1674962318064,0.0,-2.0
SOB_M_DC-14-13993-40-010,1,189.27087719298245,902.2581416297644,0.0,-2.0
SOB_M_DC-14-13993-40-011,1,186.70245614035088,993.0007704015666,0.0,-2.0
SOB_M_DC-14-13993-40-012,1,188.44052631578947,915.4275055545432,0.0,-2.0
SOB_M_DC-14-13993-40-013,1,188.32241541353383,1241.7069278477093,0.0,-2.0
SOB_M_DC-14-13993-40-014,1,181.79553258145364,1556.0959424651849,0.0,-2.0
SOB_M_DC-14-13993-40-015,1,174.13328634085212,1205.7199751086682,0.0,-2.0
SOB_M_DC-14-13993-40-016,1,177.90001253132831,1384.3120539231672,0.0,-2.0
SOB_M_DC-14-13993-40-017,1,180.21428884711776,1309.0374297797964,0.0,-2.0
SOB_M_DC-14-13993-40-018,1,171.45207706766917,1049.1609398080088,0.0,-2.0
SOB_M_DC-14-13993-40-019,1,173.70156015037594,1230.7716284088972,0.0,-2.0
SOB_M_DC-14-13993-40-020,1,179.95504385964912,800.2342145890347,0.0,-2.0
SOB_M_DC-14-13993-40-021,1,189.64812030075188,867.2870922530319,0.0,-2.0
SOB_M_DC-14-13993-40-022,1,189.9327224310777,832.3831165174043,0.0,-2.0
SOB_M_DC-14-13993-40-023,1,192.99380012531327,1001.7525521859112,0.0,-2.0
SOB_M_DC-14-13993-40-024,1,182.97452067669167,797.4796563282324,0.0,-2.0
SOB_M_DC-14-13993-40-025,1,181.9109492481203,908.0713700964492,0.0,-2.0
SOB_M_DC-14-13993-40-026,1,178.78999686716793,883.2982459119191,0.0,-2.0
SOB_M_DC-14-13993-40-027,1,199.92945175438595,746.901145143033,0.0,-2.0
SOB_M_DC-14-13993-40-028,1,182.5802850877193,868.9300807363709,0.0,-2.0
SOB_M_DC-14-13993-40-029,1,190.74016290726817,1333.7343716386436,0.0,-2.0
SOB_M_DC-14-13993-40-030,1,193.49273809523808,931.562199946049,0.0,-2.0
SOB_M_DC-14-13993-40-031,1,189.14003446115288,961.1866243929056,0.0,-2.0
SOB_M_DC-14-13993-40-032,1,193.242578320802,1205.2509337026784,0.0,-2.0
SOB_M_DC-14-13993-40-033,1,183.5195895989975,1167.2682004096455,0.0,-2.0
SOB_M_DC-14-13993-40-034,1,198.5328164160401,1333.6160852047783,0.0,-2.0
SOB_M_DC-14-13993-40-035,1,183.8777380952381,1199.4414702208685,0.0,-2.0
SOB_M_DC-14-13993-40-036,1,155.04358395989976,1005.404817622367,0.0,-2.0
SOB_M_DC-14-13993-40-037,1,181.1345958646617,1599.056643766876,,
SOB_M_DC-14-14015-40-001,1,179.89975250626566,1523.9116287719066,0.0,-2.0
SOB_M_DC-14-14015-40-002,1,169.48639097744362,1720.6076677668827,0.0,-2.0
SOB_M_DC-14-14015-40-003,1,164.84796992481202,1366.8777678610418,0.0,-2.0
SOB_M_DC-14-14015-40-004,1,155.9356798245614,1233.3647777929532,0.0,-2.0
SOB_M_DC-14-14015-40-005,1,160.87486528822055,1317.0954003408517,0.0,-2.0
SOB_M_DC-14-14015-40-006,1,162.5966290726817,1178.8785011589027,0.0,-2.0
SOB_M_DC-14-14015-40-007,1,181.77557957393483,1993.382734854749,0.0,-2.0
SOB_M_DC-14-14015-40-008,1,182.53657581453635,1902.1203199797344,0.0,-2.0
SOB_M_DC-14-14015-40-009,1,186.5098276942356,1876.4119293350293,0.0,-2.0
SOB_M_DC-14-14015-40-010,1,186.41383458646607,1732.6053206750155,0.0,-2.0
SOB_M_DC-14-14015-40-011,1,171.94951754385966,1659.1508682241663,0.0,-2.0
SOB_M_DC-14-14015-40-012,1,174.98702067669174,1686.292984194194,0.0,-2.0
SOB_M_DC-14-14015-40-013,1,184.53337719298244,1631.124092216835,,
SOB_M_DC-14-14015-40-014,1,182.51988095238096,1199.701945627827,0.0,-2.0
SOB_M_DC-14-14015-40-015,1,152.61646303258146,1191.92177633882,0.0,-2.0
SOB_M_DC-14-14015-40-016,1,162.4381015037594,1278.1854716033329,0.0,-2.0
SOB_M_DC-14-14015-40-017,1,173.02579573934838,1452.6965734354685,0.0,-2.0
SOB_M_DC-14-14015-40-018,1,161.2144454887218,1177.906370187285,0.0,-2.0
SOB_M_DC-14-14926-40-001,1,184.0801691729324,420.78040083541214,0.0,-2.0
SOB_M_DC-14-14926-40-002,1,183.9354135338345,606.1382739711122,0.0,-2.0
SOB_M_DC-14-14926-40-003,1,188.0598496240601,618.5942519587351,0.0,-2.0
SOB_M_DC-14-14926-40-004,1,185.7086246867168,625.6228821461503,0.0,-2.0
SOB_M_DC-14-14926-40-005,1,186.8193828320802,598.4124696579312,0.0,-2.0
SOB_M_DC-14-14926-40-006,1,191.30247493734336,469.6625464663993,0.0,-2.0
SOB_M_DC-14-14926-40-007,1,191.1885119047619,568.8970233804671,0.0,-2.0
SOB_M_DC-14-14926-40-008,1,195.014335839599,558.8191296673001,0.0,-2.0
SOB_M_DC-14-14926-40-009,1,194.80411654135327,511.6848619629333,0.0,-2.0
SOB_M_DC-14-14926-40-010,1,195.479451754386,354.80061410051434,0.0,-2.0
SOB_M_DC-14-14926-40-011,1,192.50577380952384,255.8042289951844,0.0,-2.0
SOB_M_DC-14-14926-40-012,1,195.05772869674183,340.7549952182205,0.0,-2.0
SOB_M_DC-14-14926-40-013,1,186.45782268170427,466.9525122739222,0.0,-2.0
SOB_M_DC-14-14926-40-014,1,182.5109022556391,500.15574204606,0.0,-2.0
SOB_M_DC-14-14926-40-015,1,183.71268483709272,571.927434837023,0.0,-2.0
SOB_M_DC-14-14926-40-016,1,186.6682706766917,534.5223181453779,0.0,-2.0
SOB_M_DC-14-14926-40-017,1,171.75289160401002,484.3138663361347,0.0,-2.0
SOB_M_DC-14-14926-40-018,1,190.30135651629072,538.9372209955226,0.0,-2.0
SOB_M_DC-14-14926-40-019,1,180.62983709273183,530.2710825314108,0.0,-2.0
SOB_M_DC-14-14926-40-020,1,188.79624373433583,380.9575908610116,0.0,-2.0
SOB_M_DC-14-14946-40-001,1,198.43181390977443,897.4326496180047,0.0,-2.0
SOB_M_DC-14-14946-40-002,1,202.1931390977444,774.4361951693046,0.0,-2.0
SOB_M_DC-14-14946-40-003,1,193.21901315789475,937.2840742763854,0.0,-2.0
SOB_M_DC-14-14946-40-004,1,193.05130325814537,1208.3490870703542,0.0,-2.0
SOB_M_DC-14-14946-40-005,1,194.98711152882208,1106.9035752941204,,
SOB_M_DC-14-14946-40-006,1,198.5960432330827,886.6513444130887,0.0,-2.0
SOB_M_DC-14-14946-40-007,1,190.9405388471178,1168.3642084283297,,
SOB_M_DC-14-14946-40-008,1,186.75605576441103,1243.8236258950774,0.0,-2.0
SOB_M_DC-14-14946-40-009,1,189.4871240601504,1153.817476927909,0.0,-2.0
SOB_M_DC-14-14946-40-010,1,193.89880012531327,914.6316103599106,0.0,-2.0
SOB_M_DC-14-14946-40-011,1,199.4370582706767,887.6187120181362,0.0,-2.0
SOB_M_DC-14-14946-40-012,1,199.3827192982456,744.1904394517869,,
SOB_M_DC-14-14946-40-013,1,201.47879072681704,593.748482508344,0.0,-2.0
SOB_M_DC-14-14946-40-014,1,195.2721616541353,495.0360934813788,0.0,-2.0
SOB_M_DC-14-14946-40-015,1,191.1603446115288,674.945416614321,,
SOB_M_DC-14-14946-40-016,1,191.31708333333333,739.1615754431983,0.0,-2.0
SOB_M_DC-14-14946-40-017,1,201.511406641604,527.1755623497694,0.0,-2.0
SOB_M_DC-14-14946-40-018,1,193.3233302005013,693.7731683161367,0.0,-2.0
SOB_M_DC-14-14946-40-019,1,187.30701754385964,702.1236354674531,0.0,-2.0
SOB_M_DC-14-14946-40-020,1,194.18222744360904,647.1771312598148,0.0,-2.0
SOB_M_DC-14-14946-40-021,1,191.62918233082704,925.150125495442,0.0,-2.0
SOB_M_DC-14-14946-40-022,1,186.2757706766917,997.6031683557223,0.0,-2.0
SOB_M_DC-14-14946-40-023,1,198.73836152882205,686.1788688910387,0.0,-2.0
SOB_M_DC-14-14946-40-024,1,198.1302067669173,679.9900323133957,0.0,-2.0
SOB_M_DC-14-14946-40-025,1,198.07304824561405,711.8261721735021,0.0,-2.0
SOB_M_DC-14-14946-40-026,1,197.77624373433585,684.3008745546515,0.0,-2.0
SOB_M_DC-14-14946-40-027,1,194.52495614035087,780.9336676873845,,
SOB_M_DC-14-14946-40-028,1,198.8574843358396,767.8596525781873,0.0,-2.0
SOB_M_DC-14-14946-40-029,1,191.51811090225564,886.4575639752476,0.0,-2.0
SOB_M_DC-14-14946-40-030,1,189.3102380952381,1252.162366432597,0.0,-2.0
SOB_M_DC-14-14946-40-031,1,184.09919799498743,1507.3804988489344,0.0,-2.0
SOB_M_DC-14-15572-40-001,1,184.98665100250628,866.9095086426373,0.0,-2.0
SOB_M_DC-14-15572-40-002,1,183.23853696741853,845.0322586414596,0.0,-2.0
SOB_M_DC-14-15572-40-003,1,164.7720770676692,1714.750216041503,0.0,-2.0
SOB_M_DC-14-15572-40-004,1,181.73487781954887,1482.4247887539404,0.0,-2.0
SOB_M_DC-14-15572-40-005,1,192.5369548872181,518.415799624364,0.0,-2.0
SOB_M_DC-14-15572-40-006,1,181.13266604010025,946.3554552165964,0.0,-2.0
SOB_M_DC-14-15572-40-007,1,184.0055952380952,1133.2321733888195,0.0,-2.0
SOB_M_DC-14-15572-40-008,1,193.2466854636592,643.4323066676185,,
SOB_M_DC-14-15572-40-009,1,185.01270363408523,635.9545044995258,0.0,-2.0
SOB_M_DC-14-15572-40-010,1,185.51147556390976,726.2033755803285,0.0,-2.0
SOB_M_DC-14-15572-40-011,1,188.9733427318296,628.922280741846,0.0,-2.0
SOB_M_DC-14-15572-40-012,1,157.175429197995,626.6053756252568,0.0,-2.0
SOB_M_DC-14-15572-40-013,1,166.851406641604,1372.124989292554,0.0,-2.0
SOB_M_DC-14-15572-40-014,1,179.21190789473684,1954.2519855088835,0.0,-2.0
SOB_M_DC-14-15572-40-015,1,178.81218045112783,2129.0604215288986,0.0,-2.0
SOB_M_DC-14-15572-40-016,1,176.65898182957395,2498.4320801749723,0.0,-2.0
SOB_M_DC-14-15572-40-017,1,168.64533521303258,1664.5808974161494,0.0,-2.0
SOB_M_DC-14-15572-40-018,1,163.40396303258146,1323.5468243580272,0.0,-2.0
SOB_M_DC-14-15572-40-019,1,182.47725250626567,1113.2408597360927,0.0,-2.0
SOB_M_DC-14-15572-40-020,1,186.25141604010025,594.3994358885892,0.0,-2.0
SOB_M_DC-14-15572-40-021,1,173.51998746867167,880.0122181022737,0.0,-2.0
SOB_M_DC-14-15572-40-022,1,179.54573621553885,1141.2299359721185,0.0,-2.0
SOB_M_DC-14-15572-40-023,1,183.24561090225563,866.6242196254653,0.0,-2.0
SOB_M_DC-14-15696-40-001,1,179.8190789473684,1049.8473608824297,0.0,-2.0
SOB_M_DC-14-15696-40-002,1,182.49663533834587,1100.9087666651835,0.0,-2.0
SOB_M_DC-14-15696-40-003,1,187.35608395989976,1103.9703211198414,0.0,-2.0
SOB_M_DC-14-15696-40-004,1,177.87588345864663,1201.264882996049,0.0,-2.0
SOB_M_DC-14-15696-40-005,1,178.89754385964912,1189.9933508543531,0.0,-2.0
SOB_M_DC-14-15696-40-006,1,173.19841478696742,1321.8102659021156,0.0,-2.0
SOB_M_DC-14-15696-40-007,1,174.03049498746867,1288.4642402958268,0.0,-2.0
SOB_M_DC-14-15696-40-008,1,178.3852882205514,1237.7517744127958,0.0,-2.0
SOB_M_DC-14-15696-40-009,1,178.14443922305765,1190.8821860773314,0.0,-2.0
SOB_M_DC-14-15696-40-010,1,181.5828320802005,1031.9943455898126,,
SOB_M_DC-14-15696-40-011,1,182.8234492481203,991.1308532279902,0.0,-2.0
SOB_M_DC-14-15696-40-012,1,176.2511215538847,1084.1140840483615,0.0,-2.0
SOB_M_DC-14-15696-40-013,1,181.0718264411028,1310.5108093555996,0.0,-2.0
SOB_M_DC-14-15696-40-014,1,187.2804511278196,1152.4304751306522,0.0,-2.0
SOB_M_DC-14-15696-40-015,1,182.72926691729324,730.2757944751957,0.0,-2.0
SOB_M_DC-14-15696-40-016,1,184.65458020050124,859.375785252326,0.0,-2.0
SOB_M_DC-14-15696-40-017,1,188.24624060150376,930.490221642372,0.0,-2.0
SOB_M_DC-14-15696-40-018,1,189.5836403508772,873.4236858457056,0.0,-2.0
SOB_M_DC-14-15696-40-019,1,184.0656015037594,983.8052284902902,0.0,-2.0
SOB_M_DC-14-15696-40-020,1,189.6445989974937,688.8867429196673,0.0,-2.0
SOB_M_DC-14-15696-40-021,1,178.91091165413533,658.9745835939709,0.0,-2.0
SOB_M_DC-14-15696-40-022,1,179.51988408521302,966.3303786816568,0.0,-2.0
SOB_M_DC-14-15696-40-023,1,184.02137218045112,844.1318779214638,0.0,-2.0
SOB_M_DC-14-15792-40-001,1,167.91722431077693,2620.4699681044326,0.0,-2.0
SOB_M_DC-14-15792-40-002,1,175.84143170426066,2225.2194843291563,0.0,-2.0
SOB_M_DC-14-15792-40-003,1,161.61720551378446,2024.422917255927,0.0,-2.0
SOB_M_DC-14-15792-40-004,1,171.59171992481205,1997.38574622954,0.0,-2.0
SOB_M_DC-14-15792-40-005,1,169.07866854636592,2083.110570472224,0.0,-2.0
SOB_M_DC-14-15792-40-006,1,172.04469298245613,1683.6176444478713,,
SOB_M_DC-14-15792-40-007,1,173.1315664160401,1740.8552420701392,0.0,-2.0
SOB_M_DC-14-15792-40-008,1,165.9542387218045,2172.3015655387385,0.0,-2.0
SOB_M_DC-14-15792-40-009,1,176.50405388471177,1922.5209588688683,0.0,-2.0
SOB_M_DC-14-15792-40-010,1,169.89211152882206,1936.80581606977,0.0,-2.0
SOB_M_DC-14-15792-40-011,1,178.78934523809525,1708.8953900798365,,
SOB_M_DC-14-15792-40-012,1,172.958085839599,1999.83793413574,0.0,-2.0
SOB_M_DC-14-15792-40-013,1,162.2458834586466,2178.3053008142574,0.0,-2.0
SOB_M_DC-14-15792-40-014,1,171.69084586466167,2568.6268276639794,0.0,-2.0
SOB_M_DC-14-16188-40-001,1,184.7201409774436,846.1225113822524,,
SOB_M_DC-14-16188-40-002,1,190.24041666666668,719.509033229873,,
SOB_M_DC-14-16188-40-003,1,188.08910401002507,759.0177978234362,0.0,-2.0
